p_id,Sr_No,nationality,product_id,product_category,product_type,product_name,service_id,serviced_by,inclusions,service_description,visa_entry,visa_validity,visa_duration,min_no_of_hrs,max_no_of_hrs,airport,airport_code,arrival_terminal,departure_terminal,travel_type,city,country,country_code,supplier,supplier_status,rate_application,currency,adult_cost_price,adult_cost_tax,child_cost_price,child_cost_tax,child_defination_max,child_defination_min,child_free,group_size_min,group_size_max,group_price,group_price_tax,exceptions,Sales Cut Off,booking_cut_off,time_zone,service_charge_adult,total,service_tax_adult,service_charge_child,service_tax_child,service_tax_applicable_on,sales_cut_off,sales_cut_off_time_zone,cancellation_time,cancellation_charges,discount,discount_amount,output_price,important_notes,booking_type,gst_criteria,gst_base_amount,gst_rate,gst_rate_currency,total_sp,total_sp_with_gst,total_sp_usd,total_sp_usd_with_gst,total_sp_inr,total_sp_inr_with_gst,c_total_sp,c_total_sp_with_gst,c_total_sp_usd,c_total_sp_usd_with_gst,c_total_sp_inr,c_total_sp_inr_with_gst,buffet_meals,alcoholic_beverages,non_alcoholic_beverages,wifi,shower,smoking_zone,prayer_room,sleeping_pods,kids_play_area,fast_track_immigration,fast_track_security,porter,personal_assistance,lounge,child_free_2yrs,child_free_3yrs,child_free_5yrs,child_free_6yrs,is_active
404,161,All,2,M&A,Departure,Meet & Assist Plus,0,NA,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.
•	Enjoy access to the Lounge with scrumptious food and non-alcoholic and alcoholic beverage.
•	Escort to the departure boarding gate","Available at Terminal 3 of Abu Dhabi International Airport, this beautifully crafted international travel service provides various benefits such as lounge access, fast track immigration and airport assistance. It is suitable for a group of 6 travellers.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,,3,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,945,4.25,,,,,2,6,6,0,0,NA,24,"4
",141.75,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,949,949,261,261,19037,19037,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
405,162,All,2,M&A,Departure,Meet & Assist Plus,0,NA,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.
•	Enjoy access to the Lounge with scrumptious food and non-alcoholic and alcoholic beverage.
•	Escort to the departure boarding gate","Perfectly crafted to meet the international travel needs of a group of seven travellers, M&A- Departure- Meet & Assist provides various premium benefits such as lounge access, fast track immigration and airport assistance. It is available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,,3,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1080,54,,,,,2,7,7,0,0,NA,24,"4
",162,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1134,1134,312,312,22742,22742,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
406,163,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Catered to meet your international travel needs, M&A- Departure- Meet & Assist Plus provides elite services such as lounge access, fast track immigration and airport assistance. It is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,1,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,315,15.75,,,,,2,1,1,0,0,NA,24,"4
",47.25,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,331,331,91,91,6633,6633,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
407,164,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Perfectly curated and suitable to meet the international travel needs of a group of 2 travellers, M&A- Arrival- Meet & Assist Plus, provides a wide array of services such as lounge access, fast track immigration and airport assistance. It is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,1,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,473,23.65,,,,,2,2,2,0,0,NA,24,"4
",70.95,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,497,497,136,136,9960,9960,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
408,165,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Perfectly crafted to meet the international travel needs of a group of 3 travellers, M&A- Departure- Meet & Assist provides various premium benefits such as lounge access, fast track immigration and airport assistance. It is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,1,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,631,31.55,,,,,2,3,3,0,0,NA,24,"4
",94.65,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,663,663,182,182,13287,13287,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
409,166,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Perfectly designed keeping in mind the international travel needs of a group of 4 travellers, M&A- Departure- Meet & Assist provides various premium benefits such as lounge access, fast track immigration and airport assistance. It is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,1,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,789,39.45,,,,,2,4,4,0,0,NA,24,"4
",118.35,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,828,828,228,228,16615,16615,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
410,167,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Catered to meet your international travel needs and suitable for a group of 5 travellers, M&A- Departure- Meet & Assist Plus provides elite services such as lounge access, fast track immigration and airport assistance. It is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,1,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,947,47.35,,,,,2,5,5,0,0,NA,24,"4
",142.05,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,994,994,273,273,19942,19942,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
411,168,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Perfectly crafted to meet the international travel needs of a group of six travellers, M&A- Departure- Meet & Assist provides various premium benefits such as lounge access, fast track immigration and airport assistance. It is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,1,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1105,55.25,,,,,2,6,6,0,0,NA,24,"4
",165.75,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1160,1160,319,319,23269,23269,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
412,169,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Perfectly curated and suited to meet the international travel needs of a group of 7 travellers, M&A- Arrival- Meet & Assist Plus, provides a wide array of services such as lounge access, fast track immigration and airport assistance. It is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,1,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1263,63.15,,,,,2,7,7,0,0,NA,24,"4
",189.45,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1326,1326,364,364,26596,26596,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
413,170,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Crafted to meet your international travel needs, this luxury travel service provides a hoard of benefits such as lounge access, fast track immigration and airport assistance. It is available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,3,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,315,15.75,,,,,2,1,1,0,0,NA,24,"4
",47.25,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,331,331,91,91,6633,6633,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
414,171,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Available at Terminal 3 of Abu Dhabi International Airport, this beautifully crafted international travel service provides various benefits such as lounge access, fast track immigration and airport assistance. It is suitable for a group of 2 travellers.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,3,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,473,23.65,,,,,2,2,2,0,0,NA,24,"4
",70.95,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,497,497,136,136,9960,9960,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
415,172,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Catered to meet the international travel needs of a group of 3 travellers, M&A- Departure- Meet & Assist Plus provides elite services such as lounge access, fast track immigration and airport assistance. It is available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,3,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,631,31.55,,,,,2,3,3,0,0,NA,24,"4
",94.65,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,663,663,182,182,13287,13287,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
416,173,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Luxuriously crafted for international travel purposes and suited for a group of 4 travellers, M&A- Arrival- Meet & Assist Plus provides multiple services such as lounge access, fast track immigration and airport assistance. It is available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,3,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,789,39.45,,,,,2,4,4,0,0,NA,24,"4
",118.35,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,828,828,228,228,16615,16615,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
417,174,All,1,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Available at Terminal 3 of Abu Dhabi International Airport, this beautifully crafted international travel service provides various benefits such as lounge access, fast track immigration and airport assistance. It is suitable for a group of 5 travellers.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,3,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,947,47.35,,,,,2,5,5,0,0,NA,24,"4
",142.05,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,994,994,273,273,19942,19942,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
418,175,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Perfectly crafted and suited to meet the international travel needs of a group of 6 travellers, M&A- Arrival- Meet & Assist Plus provides a wide variety of premium services such as lounge access, fast track immigration and airport assistance. It is available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,3,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1105,55.25,,,,,2,6,6,0,0,NA,24,"4
",165.75,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1160,1160,319,319,23269,23269,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
419,176,All,2,M&A,Arrival,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area","Available at Terminal 3 of Abu Dhabi International Airport, this beautifully crafted international travel service provides various benefits such as lounge access, fast track immigration and airport assistance. It is suitable for a group of 7 travellers.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,3,,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1263,63.15,,,,,2,7,7,0,0,NA,24,"4
",189.45,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1326,1326,364,364,26596,26596,,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,
420,177,All,2,M&A,Transit,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Escort Passenger to the next departure boarding gate","Perfectly crafted and suited to meet your international travel needs, M&A-Transit- Meet & Assist Plus provides a wide variety of premium services such as lounge access and airport assistance. It is available at all terminals of of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,All,All,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,360,18,,,,,2,1,1,0,0,NA,24,"4
",54,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,378,378,104,104,7581,7581,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
421,178,All,2,M&A,Transit,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Escort Passenger to the next departure boarding gate","Available at all terminals of Abu Dhabi International Airport, this beautifully crafted international travel service provides various benefits such as lounge access and airport assistance. It is suitable for a group of 2 travellers.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,All,All,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,540,27,,,,,2,2,2,0,0,NA,24,"4
",81,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,567,567,156,156,11371,11371,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
422,179,All,2,M&A,Transit,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Escort Passenger to the next departure boarding gate","Perfectly crafted and suited to meet the international travel needs of a group of 3 travellers, M&A-Transit- Meet & Assist Plus provides a wide variety of premium services such as lounge access and airport assistance. It is available at all terminals of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,All,All,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,720,36,,,,,2,3,3,0,0,NA,24,"4
",108,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,756,756,208,208,15162,15162,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
423,180,All,2,M&A,Transit,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Escort Passenger to the next departure boarding gate","Perfectly crafted and suited to meet the international travel needs of a group of 4 travellers, M&A-Transit- Meet & Assist Plus provides a wide variety of premium services such as lounge access and airport assistance. It is available at all terminals of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,All,All,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,900,45,,,,,2,4,4,0,0,NA,24,"4
",135,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,945,945,260,260,18952,18952,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
424,181,All,2,M&A,Transit,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Escort Passenger to the next departure boarding gate","Available at all terminals of Abu Dhabi International Airport, this beautifully crafted international travel service provides various benefits such as lounge access and airport assistance. It is suitable for a group of 5 travellers.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,All,All,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1080,54,,,,,2,5,5,0,0,NA,24,"4
",162,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1134,1134,312,312,22742,22742,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
425,182,All,2,M&A,Transit,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Escort Passenger to the next departure boarding gate","Perfectly crafted and suited to meet the international travel needs of a group of 6 travellers, M&A-Transit- Meet & Assist Plus provides a wide variety of premium services such as lounge access and airport assistance. It is available at all terminals of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,All,All,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1260,63,,,,,2,6,6,0,0,NA,24,"4
",189,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1323,1323,363,363,26533,26533,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
426,183,All,2,M&A,Transit,Meet & Assist Plus,0,NA,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Enjoy access to the Lounge with facilities such as Refreshments, Wi-Fi, News Paper etc are available till your formalities of immigration and baggage collection is finalised.
•	Escort Passenger to the next departure boarding gate","Perfectly crafted and suited to meet the international travel needs of a group of 7 travellers, M&A-Transit- Meet & Assist Plus provides a wide variety of premium services such as lounge access and airport assistance. It is available at all terminals of Abu Dhabi International Airport.",NA,null,NA,NA,NA,Abu Dhabi International Airport,AUH,All,All,International,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Group,AED,1440,72,,,,,2,7,7,0,0,NA,24,"4
",216,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of M&A,Total Selling Price ,0%,AED,1512,1512,415,415,30323,30323,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
